Gene_id,Taxon_between,Type,Taxonomic_level,is_high_confidence,is_tree_compliant,GOC_score,WGA_coverage
ENSG00000164404,L.afr-H.sap orthologues,ortholog_one2one,Eutheria,1,1,100,100.00
ENSG00000164404,E.tel-H.sap orthologues,ortholog_one2one,Eutheria,1,1,0,100.00
ENSG00000164404,H.sap-D.nov orthologues,ortholog_one2one,Eutheria,1,1,100,100.00
ENSG00000164404,C.hof-H.sap orthologues,ortholog_one2one,Eutheria,1,1,25,92.00
ENSG00000164404,Hsap-Pcin orthologues,ortholog_one2one,Theria,1,1,100,100.00
ENSG00000164404,H.sap-S.har orthologues,ortholog_one2one,Theria,1,1,100,98.67
ENSG00000164404,H.sap-M.dom orthologues,ortholog_one2one,Theria,1,1,100,100.00
ENSG00000164404,T.gut-H.sap orthologues,ortholog_one2many,Amniota,1,1,0,80.49
ENSG00000164404,Hsap-Pvit orthologues,ortholog_one2one,Amniota,1,1,0,93.35
ENSG00000164404,Hsap-Mvit orthologues,ortholog_one2one,Amniota,1,1,0,99.93
ENSG00000164404,Gaga-Hsap orthologues,ortholog_one2one,Amniota,1,1,0,100.00
ENSG00000164404,Hsap-Lcor orthologues,ortholog_one2one,Amniota,1,1,0,99.93
ENSG00000164404,Cpyg-Hsap orthologues,ortholog_one2one,Amniota,1,1,0,88.88
ENSG00000164404,Abra-Hsap orthologues,ortholog_one2one,Amniota,1,1,0,85.68
ENSG00000164404,Cabi-Hsap orthologues,ortholog_one2one,Amniota,1,1,0,100.00
ENSG00000164404,Ggal-Hsap orthologues,ortholog_one2one,Amniota,1,1,0,86.81
ENSG00000164404,Hsap-Scan orthologues,ortholog_one2one,Amniota,1,1,0,86.52
ENSG00000164404,Hsap-Mund orthologues,ortholog_one2one,Amniota,1,1,25,100.00
ENSG00000164404,Hsap-Jhye orthologues,ortholog_one2one,Amniota,1,1,0,86.61
ENSG00000164404,Ahaa-Hsap orthologues,ortholog_one2one,Amniota,1,1,0,100.00
ENSG00000164404,H.sap-P.sin orthologues,ortholog_one2one,Amniota,1,1,0,100.00
ENSG00000164404,Aowe-Hsap orthologues,ortholog_one2one,Amniota,1,1,0,100.00
ENSG00000164404,Appl-Hsap orthologues,ortholog_one2one,Amniota,1,1,0,88.54
ENSG00000164404,H.sap-M.gal orthologues,ortholog_one2one,Amniota,1,1,0,86.43
ENSG00000164404,Cpor-Hsap orthologues,ortholog_one2one,Amniota,1,1,0,100.00
ENSG00000164404,Cpbe-Hsap orthologues,ortholog_one2one,Amniota,1,1,0,100.00
ENSG00000164404,Hsap-Zalb orthologues,ortholog_one2one,Amniota,1,1,0,74.35
ENSG00000164404,Dnov-Hsap orthologues,ortholog_one2one,Amniota,1,1,0,89.03
ENSG00000164404,Cpug-Hsap orthologues,ortholog_one2one,Amniota,1,1,0,84.51
ENSG00000164404,Hsap-Nmel orthologues,ortholog_one2one,Amniota,1,1,0,89.08
ENSG00000164404,Hsap-Lsdo orthologues,ortholog_one2one,Amniota,1,1,0,80.69
ENSG00000164404,Ccae-Hsap orthologues,ortholog_one2one,Amniota,1,1,0,87.42
ENSG00000164404,F.alb-H.sap orthologues,ortholog_one2one,Amniota,1,1,0,82.91
ENSG00000164404,Hsap-Nscu orthologues,ortholog_one2one,Amniota,1,1,0,88.13
ENSG00000164404,Hsap-Smer orthologues,ortholog_one2one,Amniota,1,1,0,100.00
ENSG00000164404,Arow-Hsap orthologues,ortholog_one2one,Amniota,1,1,0,100.00
ENSG00000164404,H.sap-A.car orthologues,ortholog_one2one,Amniota,1,1,0,97.04
ENSG00000164404,Hsap-Nper orthologues,ortholog_one2one,Amniota,1,1,0,98.38
ENSG00000164404,Hsap-Pmaj orthologues,ortholog_one2one,Amniota,1,1,0,82.97
ENSG00000164404,Hsap-Spun orthologues,ortholog_one2one,Amniota,1,1,0,100.00
ENSG00000164404,H.sap-X.tro orthologues,ortholog_one2one,Tetrapoda,1,1,0,80.42
ENSG00000164404,H.sap-L.cha orthologues,ortholog_one2one,Sarcopterygii,1,1,0,81.54
ENSG00000164404,Hsap-Xmac orthologues,ortholog_one2one,Euteleostomi,1,1,0,61.51
ENSG00000164404,Hsap-Plat orthologues,ortholog_one2one,Euteleostomi,1,1,0,59.40
ENSG00000164404,Aoce-Hsap orthologues,ortholog_one2one,Euteleostomi,1,1,0,58.25
ENSG00000164404,H.sap-D.rer orthologues,ortholog_one2one,Euteleostomi,1,1,0,64.72
ENSG00000164404,Apol-Hsap orthologues,ortholog_one2one,Euteleostomi,1,1,0,64.44
ENSG00000164404,Hsap-Lber orthologues,ortholog_one2one,Euteleostomi,1,1,0,67.42
ENSG00000164404,Hsap-Pret orthologues,ortholog_one2one,Euteleostomi,1,1,0,64.01
ENSG00000164404,H.sap-P.for orthologues,ortholog_one2one,Euteleostomi,1,1,0,58.34
ENSG00000164404,Hsap-Pmex orthologues,ortholog_one2one,Euteleostomi,1,1,0,58.04
ENSG00000164404,Hsap-Pkin orthologues,ortholog_one2one,Euteleostomi,1,1,0,61.73
ENSG00000164404,Hsap-Spar orthologues,ortholog_one2one,Euteleostomi,1,1,0,55.79
ENSG00000164404,Aper-Hsap orthologues,ortholog_one2one,Euteleostomi,1,1,0,58.25
ENSG00000164404,H.sap-L.ocu orthologues,ortholog_one2one,Euteleostomi,1,1,0,67.08
ENSG00000164404,Hsap-Ipun orthologues,ortholog_one2one,Euteleostomi,1,1,0,67.49
ENSG00000164404,Hsap-Mmol orthologues,ortholog_one2one,Euteleostomi,1,1,0,52.20
ENSG00000164404,Gaff-Hsap orthologues,ortholog_one2one,Euteleostomi,1,1,0,55.09
ENSG00000164404,Hsap-Xcou orthologues,ortholog_one2one,Euteleostomi,1,1,0,61.62
ENSG00000164404,Acit-Hsap orthologues,ortholog_one2one,Euteleostomi,1,1,0,67.26
ENSG00000164404,Hsap-Sfor orthologues,ortholog_one2one,Euteleostomi,1,1,0,64.76
ENSG00000164404,Hsap-Malb orthologues,ortholog_one2one,Euteleostomi,1,1,0,71.69
ENSG00000164404,Hsap-Marm orthologues,ortholog_one2one,Euteleostomi,1,1,0,66.64
ENSG00000164404,Hsap-Pnat orthologues,ortholog_one2one,Euteleostomi,1,1,0,68.45
ENSG00000164404,Ates-Hsap orthologues,ortholog_one2one,Euteleostomi,1,1,0,54.08
ENSG00000164404,Hsap-Sldo orthologues,ortholog_one2one,Euteleostomi,1,1,0,67.34
ENSG00000135414,H.sap-P.tro orthologues,ortholog_one2one,Homininae,1,1,100,100.00
ENSG00000135414,H.sap-G.gor orthologues,ortholog_one2one,Homininae,1,1,100,100.00
ENSG00000135414,H.sap-C.pal orthologues,ortholog_one2one,Catarrhini,1,1,100,97.29
ENSG00000135414,H.sap-C.aty orthologues,ortholog_one2one,Catarrhini,1,1,100,100.00
ENSG00000135414,Hsap-Ptep orthologues,ortholog_one2one,Catarrhini,1,1,100,100.00
ENSG00000135414,H.sap-M.nem orthologues,ortholog_one2one,Catarrhini,1,1,100,100.00
ENSG00000135414,H.sap-R.rox orthologues,ortholog_one2one,Catarrhini,1,1,100,97.15
ENSG00000135414,Hsap-Tgel orthologues,ortholog_one2one,Catarrhini,1,1,100,100.00
ENSG00000135414,H.sap-C.sab orthologues,ortholog_one2one,Catarrhini,1,1,100,100.00
ENSG00000135414,H.sap-M.leu orthologues,ortholog_one2one,Catarrhini,1,1,50,100.00
ENSG00000135414,H.sap-P.anu orthologues,ortholog_one2one,Catarrhini,1,1,100,100.00
ENSG00000135414,H.sap-C.cap orthologues,ortholog_one2one,Simiiformes,1,1,100,100.00
ENSG00000135414,H.sap-S.bol orthologues,ortholog_one2one,Simiiformes,1,1,100,96.98
ENSG00000135414,H.sap-A.nan orthologues,ortholog_one2one,Simiiformes,1,1,100,100.00
ENSG00000135414,H.sap-C.jac orthologues,ortholog_one2one,Simiiformes,1,1,100,100.00
ENSG00000135414,H.sap-C.syr orthologues,ortholog_one2one,Haplorrhini,1,1,50,88.47
ENSG00000135414,O.gar-H.sap orthologues,ortholog_one2one,Primates,1,1,100,87.44
ENSG00000135414,Hsap-Psim orthologues,ortholog_one2one,Primates,1,1,50,97.51
ENSG00000135414,H.sap-M.mur orthologues,ortholog_one2one,Primates,1,1,100,100.00
ENSG00000135414,H.sap-P.coq orthologues,ortholog_one2one,Primates,1,1,100,100.00
ENSG00000135414,H.sap-T.bel orthologues,ortholog_one2one,Euarchontoglires,1,1,50,86.90
ENSG00000135414,Cldi-Hsap orthologues,ortholog_one2one,Boreoeutheria,1,1,100,100.00
ENSG00000135414,Ecab-Hsap orthologues,ortholog_one2one,Boreoeutheria,1,1,100,100.00
ENSG00000135414,Hsap-Vvul orthologues,ortholog_one2one,Boreoeutheria,1,1,100,97.83
ENSG00000135414,Hsap-Uame orthologues,ortholog_one2one,Boreoeutheria,1,1,50,99.01
ENSG00000135414,Eaas-Hsap orthologues,ortholog_one2one,Boreoeutheria,1,1,100,100.00
ENSG00000135414,P.vam-H.sap orthologues,ortholog_one2one,Boreoeutheria,1,1,100,100.00
ENSG00000135414,F.cat-H.sap orthologues,ortholog_one2one,Boreoeutheria,1,1,100,100.00
ENSG00000135414,A.mel-H.sap orthologues,ortholog_one2one,Boreoeutheria,1,1,75,96.94
ENSG00000135414,M.luc-H.sap orthologues,ortholog_one2one,Boreoeutheria,1,1,100,94.70
ENSG00000135414,H.sap-P.par orthologues,ortholog_one2one,Boreoeutheria,1,1,100,100.00
ENSG00000135414,Bbbi-Hsap orthologues,ortholog_one2one,Boreoeutheria,1,1,100,97.24
ENSG00000135414,Hsap-Nvis orthologues,ortholog_one2one,Boreoeutheria,1,1,100,100.00
ENSG00000135414,Btau-Hsap orthologues,ortholog_one2one,Boreoeutheria,1,1,100,100.00
ENSG00000135414,O.ari-H.sap orthologues,ortholog_one2one,Boreoeutheria,1,1,75,100.00
ENSG00000135414,H.sap-C.hir orthologues,ortholog_one2one,Boreoeutheria,1,1,75,100.00
ENSG00000135414,H.sap-T.tru orthologues,ortholog_one2one,Boreoeutheria,1,1,100,95.85
ENSG00000135414,M.fur-H.sap orthologues,ortholog_one2one,Boreoeutheria,1,1,100,98.01
ENSG00000135414,H.sap-S.scr orthologues,ortholog_one2one,Boreoeutheria,1,1,100,100.00
ENSG00000135414,H.sap-P.alt orthologues,ortholog_one2one,Boreoeutheria,1,1,100,100.00
ENSG00000135414,Bmut-Hsap orthologues,ortholog_one2one,Boreoeutheria,1,1,100,100.00
ENSG00000135414,L.afr-H.sap orthologues,ortholog_one2one,Eutheria,1,1,100,96.19
ENSG00000135414,H.sap-D.nov orthologues,ortholog_one2one,Eutheria,1,1,100,100.00
ENSG00000183682,H.sap-G.gor orthologues,ortholog_one2many,Homininae,1,1,0,84.34
ENSG00000183682,H.sap-R.bie orthologues,ortholog_one2many,Catarrhini,1,1,50,100.00
ENSG00000183682,Hsap-Tgel orthologues,ortholog_one2many,Catarrhini,1,1,75,100.00
ENSG00000183682,H.sap-S.bol orthologues,ortholog_one2many,Simiiformes,1,1,100,84.15
ENSG00000183682,H.sap-C.jac orthologues,ortholog_one2many,Simiiformes,1,1,100,100.00
ENSG00000183682,Hsap-Psim orthologues,ortholog_one2many,Primates,1,1,0,86.76
ENSG00000183682,H.sap-M.och orthologues,ortholog_one2many,Euarchontoglires,1,1,100,100.00
ENSG00000183682,H.sap-J.jac orthologues,ortholog_one2many,Euarchontoglires,1,1,100,90.11
ENSG00000183682,Hsap-Pmba orthologues,ortholog_one2many,Euarchontoglires,1,1,75,99.26
ENSG00000183682,H.sap-M.aur orthologues,ortholog_one2many,Euarchontoglires,1,1,100,87.53
ENSG00000183682,Ccan-Hsap orthologues,ortholog_one2many,Euarchontoglires,1,1,50,98.56
ENSG00000183682,H.sap-D.ord orthologues,ortholog_one2many,Euarchontoglires,1,1,100,100.00
ENSG00000183682,Cgpi-Hsap orthologues,ortholog_one2many,Euarchontoglires,1,1,100,100.00
ENSG00000183682,H.sap-C.cho orthologues,ortholog_one2many,Euarchontoglires,1,1,100,100.00
ENSG00000183682,Cldi-Hsap orthologues,ortholog_one2many,Boreoeutheria,1,1,75,99.72
ENSG00000183682,P.vam-H.sap orthologues,ortholog_one2many,Boreoeutheria,1,1,25,100.00
ENSG00000183682,M.luc-H.sap orthologues,ortholog_one2many,Boreoeutheria,1,1,100,87.63
ENSG00000183682,A.mel-H.sap orthologues,ortholog_one2many,Boreoeutheria,1,1,25,93.56
ENSG00000183682,Ecab-Hsap orthologues,ortholog_one2many,Boreoeutheria,1,1,100,100.00
ENSG00000183682,H.sap-T.tru orthologues,ortholog_one2many,Boreoeutheria,1,1,0,86.10
ENSG00000183682,Hsap-Nvis orthologues,ortholog_one2many,Boreoeutheria,1,1,50,100.00
ENSG00000183682,Cpyg-Hsap orthologues,ortholog_one2many,Amniota,1,1,100,100.00
ENSG00000183682,F.alb-H.sap orthologues,ortholog_one2many,Amniota,1,1,100,80.93
ENSG00000183682,Hsap-Scan orthologues,ortholog_one2many,Amniota,1,1,100,84.20
ENSG00000183682,Hsap-Pmaj orthologues,ortholog_one2many,Amniota,1,1,75,85.71
ENSG00000183682,Ahaa-Hsap orthologues,ortholog_one2many,Amniota,1,1,75,58.64
ENSG00000183682,Hsap-Lcor orthologues,ortholog_one2many,Amniota,1,1,75,80.32
ENSG00000183682,Cjap-Hsap orthologues,ortholog_one2many,Amniota,1,1,100,100.00
ENSG00000183682,H.sap-M.gal orthologues,ortholog_one2many,Amniota,1,1,75,76.98
ENSG00000183682,Hsap-Jhye orthologues,ortholog_one2many,Amniota,1,1,100,89.27
ENSG00000183682,Arow-Hsap orthologues,ortholog_one2many,Amniota,1,1,75,60.98
ENSG00000183682,Hsap-Zalb orthologues,ortholog_one2many,Amniota,1,1,75,86.29
ENSG00000183682,Ggal-Hsap orthologues,ortholog_one2many,Amniota,1,1,100,99.07
ENSG00000183682,Hsap-Lsdo orthologues,ortholog_one2many,Amniota,1,1,100,86.45
ENSG00000183682,Hsap-Nper orthologues,ortholog_one2many,Amniota,1,1,75,76.16
ENSG00000183682,Hsap-Mvit orthologues,ortholog_one2many,Amniota,1,1,75,80.19
ENSG00000183682,Aowe-Hsap orthologues,ortholog_one2many,Amniota,1,1,75,59.45
ENSG00000183682,Appl-Hsap orthologues,ortholog_one2many,Amniota,1,1,100,86.40
ENSG00000183682,Cpug-Hsap orthologues,ortholog_one2many,Amniota,1,1,100,100.00
ENSG00000183682,Abra-Hsap orthologues,ortholog_one2many,Amniota,1,1,100,86.61
ENSG00000183682,Hsap-Nmel orthologues,ortholog_one2many,Amniota,1,1,100,100.00
ENSG00000183682,Hsap-Mund orthologues,ortholog_one2many,Amniota,1,1,50,81.87
ENSG00000183682,Ccae-Hsap orthologues,ortholog_one2many,Amniota,1,1,75,78.48
ENSG00000183682,H.sap-X.tro orthologues,ortholog_one2many,Tetrapoda,1,1,25,71.01
ENSG00000183682,H.sap-L.cha orthologues,ortholog_one2many,Sarcopterygii,1,1,50,92.32
ENSG00000183682,Hsap-Kmar orthologues,ortholog_one2many,Euteleostomi,1,1,25,92.85
ENSG00000183682,Csem-Hsap orthologues,ortholog_one2many,Euteleostomi,1,1,50,34.25
ENSG00000183682,O.nil-H.sap orthologues,ortholog_one2many,Euteleostomi,1,1,50,16.91
ENSG00000183682,Hsap-Xmac orthologues,ortholog_one2many,Euteleostomi,1,1,50,92.33
ENSG00000183682,Fhet-Hsap orthologues,ortholog_one2many,Euteleostomi,1,1,50,68.99
ENSG00000183682,Acal-Hsap orthologues,ortholog_one2many,Euteleostomi,1,1,50,79.46
ENSG00000183682,H.sap-L.ocu orthologues,ortholog_one2many,Euteleostomi,1,1,50,91.33
ENSG00000183682,Hsap-Smax orthologues,ortholog_one2many,Euteleostomi,1,1,50,38.39
ENSG00000183682,Hsap-Lber orthologues,ortholog_one2many,Euteleostomi,1,1,50,0
ENSG00000183682,Hsap-Mmol orthologues,ortholog_one2many,Euteleostomi,1,1,50,61.89
ENSG00000183682,Hsap-Trub orthologues,ortholog_one2many,Euteleostomi,1,1,50,12.01
ENSG00000183682,Hsap-Marm orthologues,ortholog_one2many,Euteleostomi,1,1,50,26.94
ENSG00000183682,Eluc-Hsap orthologues,ortholog_one2many,Euteleostomi,1,1,50,26.32
ENSG00000183682,Hsap-Pmex orthologues,ortholog_one2many,Euteleostomi,1,1,25,91.17
ENSG00000183682,Hsap-Pnat orthologues,ortholog_one2many,Euteleostomi,1,1,50,63.11
ENSG00000183682,Hsap-Xcou orthologues,ortholog_one2many,Euteleostomi,1,1,50,92.31
ENSG00000183682,Hsap-Olhs orthologues,ortholog_one2many,Euteleostomi,1,1,25,60.02
ENSG00000183682,Hsap-Pnye orthologues,ortholog_one2many,Euteleostomi,1,1,50,56.04
ENSG00000183682,Hsap-Ipun orthologues,ortholog_one2many,Euteleostomi,1,1,50,60.48
ENSG00000183682,Hsap-Mzeb orthologues,ortholog_one2many,Euteleostomi,1,1,50,28.57
ENSG00000183682,Hsap-Pmag orthologues,ortholog_one2many,Euteleostomi,1,1,50,13.80
ENSG00000183682,Hbur-Hsap orthologues,ortholog_one2many,Euteleostomi,1,1,50,43.93
ENSG00000183682,Gaff-Hsap orthologues,ortholog_one2many,Euteleostomi,1,1,50,91.55
ENSG00000183682,Hsap-Olat orthologues,ortholog_one2many,Euteleostomi,1,1,25,58.74
ENSG00000183682,Hsap-Sfor orthologues,ortholog_one2many,Euteleostomi,1,1,50,0
ENSG00000183682,H.sap-T.nig orthologues,ortholog_one2many,Euteleostomi,1,1,50,23.44
ENSG00000183682,Hsap-Pkin orthologues,ortholog_one2many,Euteleostomi,1,1,50,92.81
ENSG00000183682,G.acu-H.sap orthologues,ortholog_one2many,Euteleostomi,1,1,50,62.28
ENSG00000183682,H.sap-P.for orthologues,ortholog_one2many,Euteleostomi,1,1,50,87.49
ENSG00000183682,Hsap-Sdum orthologues,ortholog_one2many,Euteleostomi,1,1,50,0
ENSG00000183682,Amex-Hsap orthologues,ortholog_one2many,Euteleostomi,1,1,50,62.33
ENSG00000183682,Hsap-Nbri orthologues,ortholog_one2many,Euteleostomi,1,1,50,29.90
ENSG00000183682,Hsap-Plat orthologues,ortholog_one2many,Euteleostomi,1,1,50,87.49
ENSG00000183682,Hsap-Pret orthologues,ortholog_one2many,Euteleostomi,1,1,50,92.37
ENSG00000183682,H.sap-G.mor orthologues,ortholog_one2many,Euteleostomi,1,1,25,62.71
ENSG00000183682,Acit-Hsap orthologues,ortholog_one2many,Euteleostomi,1,1,50,24.25
ENSG00000183682,Hsap-Olhn orthologues,ortholog_one2many,Euteleostomi,1,1,25,61.17
ENSG00000183682,Hsap-Omel orthologues,ortholog_one2many,Euteleostomi,1,1,50,59.92
ENSG00000116985,H.sap-P.tro orthologues,ortholog_one2many,Homininae,1,1,100,100.00
ENSG00000116985,H.sap-G.gor orthologues,ortholog_one2many,Homininae,1,1,75,100.00
ENSG00000116985,P.abe-H.sap orthologues,ortholog_one2many,Hominidae,1,1,100,100.00
ENSG00000116985,H.sap-N.leu orthologues,ortholog_one2many,Hominoidea,1,1,100,100.00
ENSG00000116985,H.sap-C.aty orthologues,ortholog_one2many,Catarrhini,1,1,100,100.00
ENSG00000116985,Hsap-Ptep orthologues,ortholog_one2many,Catarrhini,1,1,100,100.00
ENSG00000116985,H.sap-R.bie orthologues,ortholog_one2many,Catarrhini,1,1,0,83.08
ENSG00000116985,H.sap-R.rox orthologues,ortholog_one2many,Catarrhini,1,1,100,100.00
ENSG00000116985,H.sap-P.anu orthologues,ortholog_one2many,Catarrhini,1,1,75,100.00
ENSG00000116985,Hsap-Psim orthologues,ortholog_one2many,Primates,1,1,75,100.00
ENSG00000116985,H.sap-O.deg orthologues,ortholog_one2many,Euarchontoglires,1,1,75,100.00
