Family_id,Total_members,Ancient,Euteleostomi,Amniotes,Placentals,Recent,Ohnologs,SSDs,Dominant,Recessive,Both,Unknown,None,Family_Root
10099,3,0.333333333333333,0,0.666666666666667,0,0,0,1,0,0,0,0.666666666666667,0.333333333333333,LECA
101,12,0.583333333333333,0.166666666666667,0.166666666666667,0.0833333333333333,0,0.916666666666667,0.0833333333333333,0.0833333333333333,0,0,0.916666666666667,0,Opisthokonta
1010,5,0.2,0.2,0.6,0,0,0.4,0.6,0,0,0,0.8,0.2,Bilateria
1011,4,1,0,0,0,0,1,0,0,0,0,1,0,LECA
10114,2,1,0,0,0,0,0,1,0,0,0,1,0,Chordata
10128,2,1,0,0,0,0,0,1,0,0.5,0,0,0.5,Mammalia
1014,2,1,0,0,0,0,0,1,0,0,0.5,0,0.5,Homo sapiens
1016,6,0.166666666666667,0,0.166666666666667,0.333333333333333,0.333333333333333,0,1,0,0.166666666666667,0,0.666666666666667,0.166666666666667,Gnathostomata
10165,2,0,0,0,0.5,0.5,0.5,0.5,0,0,0,0.5,0.5,Vertebrata
10167,2,0,0.5,0.5,0,0,0,1,0,0,0,1,0,Gnathostomata
10181,3,0,0,0,1,0,0,1,0,0,0,0.333333333333333,0.666666666666667,Eutheria
10186,2,0.5,0,0,0,0,0,1,0.5,0,0,0,0.5,Eutheria
1019,2,0.5,0,0,0.5,0,1,0,0,0,0,1,0,Vertebrata
10195,4,0,0,0,0,1,0,1,0,0,0,0.5,0.5,Opisthokonta
102,5,0.8,0,0.2,0,0,1,0,0,0,0,1,0,Bilateria
1020,3,1,0,0,0,0,1,0,0,0.666666666666667,0,0.333333333333333,0,Chordata
10226,2,0.5,0,0,0.5,0,0,1,0,0,0,0.5,0.5,Gnathostomata
1024,2,0.5,0.5,0,0,0,1,0,0,0,0,1,0,Vertebrata
10244,2,0.5,0.5,0,0,0,0,1,0,0,0,1,0,Euteleostomi
1025,13,0.461538461538462,0.153846153846154,0.153846153846154,0.0769230769230769,0.153846153846154,0.923076923076923,0.0769230769230769,0.153846153846154,0,0,0.846153846153846,0,LECA
10253,2,0.5,0,0.5,0,0,0,1,0,1,0,0,0,Mammalia
10261,2,0,0.5,0.5,0,0,0,1,0,0,0,0,1,Gnathostomata
1028,17,0.235294117647059,0.529411764705882,0.117647058823529,0.117647058823529,0,0.529411764705882,0.470588235294118,0.411764705882353,0.176470588235294,0.117647058823529,0.294117647058824,0,Bilateria
10283,48,0,0,0,0.104166666666667,0.8125,0,1,0,0,0,0.0833333333333333,0.916666666666667,Euteleostomi
1029,2,1,0,0,0,0,0,1,0,0,0,0.5,0.5,Vertebrata
10298,2,1,0,0,0,0,1,0,0,0,0,1,0,Vertebrata
103,70,0.114285714285714,0.1,0.257142857142857,0.485714285714286,0.0428571428571429,0.242857142857143,0.757142857142857,0.228571428571429,0.0571428571428571,0.157142857142857,0.514285714285714,0.0428571428571429,Bilateria
1032,4,0.25,0,0.5,0,0.25,1,0,0,0,0,0.75,0.25,Bilateria
10324,2,0,0.5,0.5,0,0,0,1,0,0,0,1,0,Gnathostomata
1033,8,0.125,0.125,0.25,0,0.5,0.375,0.625,0.375,0,0,0.625,0,LECA
1034,4,1,0,0,0,0,1,0,0.25,0,0,0.5,0.25,LECA
10342,3,0.333333333333333,0.666666666666667,0,0,0,0.333333333333333,0.666666666666667,0,0,0,0.333333333333333,0.666666666666667,Bilateria
10350,2,0,1,0,0,0,0.5,0.5,0,0.5,0,0,0.5,Chordata
10353,4,0.75,0.25,0,0,0,1,0,0,0,0,0.5,0.5,LECA
10354,4,0,0,0,0.5,0.5,0,1,0,0,0,0.25,0.75,Eutheria
10362,2,0,0,0,1,0,0,1,0,0.5,0,0,0.5,Eutheria
1037,3,1,0,0,0,0,0,1,0.666666666666667,0,0,0.333333333333333,0,Vertebrata
10377,2,0.5,0,0.5,0,0,0,1,0,0,0,0.5,0.5,LECA
1038,2,0.5,0.5,0,0,0,0.5,0.5,0,0,0,1,0,Gnathostomata
10381,13,0,0,0,0,1,0,1,0,0,0,0.0769230769230769,0.923076923076923,Homininae
10387,2,1,0,0,0,0,0,1,0,0.5,0,0,0.5,Homo sapiens
10396,3,0,0,0,0.666666666666667,0.333333333333333,0,1,0,0,0,0.333333333333333,0.666666666666667,Eutheria
104,36,0.472222222222222,0.277777777777778,0.222222222222222,0.0277777777777778,0,0.805555555555556,0.194444444444444,0.0555555555555556,0.0833333333333333,0,0.777777777777778,0.0833333333333333,LECA
1042,19,0.578947368421053,0.157894736842105,0.210526315789474,0,0.0526315789473684,0.473684210526316,0.526315789473684,0.0526315789473684,0.0526315789473684,0,0.789473684210526,0.105263157894737,Opisthokonta
1043,7,0.714285714285714,0.142857142857143,0.142857142857143,0,0,0.571428571428571,0.428571428571429,0.142857142857143,0,0,0.714285714285714,0.142857142857143,LECA
10432,2,0,0,0,1,0,0,1,0,0,0,0.5,0.5,Homo sapiens
1044,5,0.8,0.2,0,0,0,0,1,0,0.2,0,0.4,0.4,LECA
1046,4,0,0.5,0,0.5,0,0.25,0.75,0,0.5,0,0.5,0,LECA
1047,4,0.25,0.25,0.25,0.25,0,0.5,0.5,0,0.5,0,0,0.5,Opisthokonta
1048,4,1,0,0,0,0,1,0,0,0,0,1,0,Bilateria
1049,5,0.2,0,0.6,0.2,0,0.8,0.2,0,0,0,0.6,0.4,Bilateria
10506,2,1,0,0,0,0,1,0,0,0,0,0.5,0.5,Gnathostomata
1051,4,1,0,0,0,0,0,1,0,0.25,0,0.5,0.25,LECA
10521,2,0,0,1,0,0,0,1,0,0,0,0,1,Homo sapiens
10544,2,0,0,0,0,1,0,1,0,0,0,0,1,Theria
1055,3,0.333333333333333,0.666666666666667,0,0,0,0,1,0.333333333333333,0,0,0.666666666666667,0,Bilateria
10586,3,0,0,0,0,1,0,1,0,0,0,0.333333333333333,0.666666666666667,Homininae
1059,33,0.242424242424242,0.212121212121212,0.333333333333333,0.151515151515152,0.0303030303030303,0.151515151515152,0.848484848484849,0.0606060606060606,0.0606060606060606,0,0.454545454545455,0.424242424242424,Bilateria
10590,2,0.5,0,0,0,0.5,0,1,0,0.5,0,0.5,0,LECA
10593,2,1,0,0,0,0,0,1,0,0,0,1,0,LECA
106,6,0.5,0.5,0,0,0,0.5,0.5,0.166666666666667,0,0,0.833333333333333,0,Bilateria
1060,27,0.444444444444444,0.111111111111111,0.296296296296296,0.0740740740740741,0.0740740740740741,0.444444444444444,0.555555555555556,0.222222222222222,0,0.037037037037037,0.407407407407407,0.333333333333333,Opisthokonta
1062,3,0.666666666666667,0.333333333333333,0,0,0,0.666666666666667,0.333333333333333,0.333333333333333,0,0,0.666666666666667,0,LECA
10624,2,0,0.5,0,0.5,0,0,1,0,0,0,0.5,0.5,LECA
1064,2,0,0.5,0.5,0,0,0,1,0,0,0,0.5,0.5,Gnathostomata
10648,3,1,0,0,0,0,0.666666666666667,0.333333333333333,0,0,0,0,1,Bilateria
10652,6,0,0,0.666666666666667,0.333333333333333,0,0,1,0,0,0,0,1,Eutheria
10694,2,1,0,0,0,0,0,1,0,0,0,0.5,0.5,Homininae
10697,2,0,0.5,0.5,0,0,0,1,0,0,0,1,0,Eutheria
107,5,0,0.2,0.6,0,0.2,1,0,0,0.2,0,0.4,0.4,LECA
10701,2,1,0,0,0,0,0,1,0,0,0,1,0,Opisthokonta
10705,2,0.5,0,0.5,0,0,1,0,0,0,0,0.5,0.5,Chordata
1071,3,0.666666666666667,0.333333333333333,0,0,0,1,0,0,0.333333333333333,0,0.666666666666667,0,Bilateria
1073,12,0.25,0.333333333333333,0.25,0.0833333333333333,0,0.75,0.25,0.25,0,0,0.583333333333333,0.166666666666667,Opisthokonta
1074,8,0.25,0.25,0.25,0.125,0,0.5,0.5,0,0.125,0,0.375,0.5,LECA
10763,3,0,0.666666666666667,0.333333333333333,0,0,0,1,0,0,0,0.666666666666667,0.333333333333333,LECA
10781,8,0,0,0,0,0.25,0,1,0,0,0,0,1,Catarrhini
10787,2,1,0,0,0,0,0,1,0,0.5,0,0,0.5,Homo sapiens
1079,9,0.555555555555556,0.333333333333333,0,0.111111111111111,0,0.666666666666667,0.333333333333333,0,0,0,1,0,Bilateria
10797,2,1,0,0,0,0,0,1,0,0,0,1,0,Opisthokonta
108,5,0.6,0,0.2,0.2,0,0.8,0.2,0,0.6,0,0.4,0,Opisthokonta
10815,2,1,0,0,0,0,0,1,0,0,0,0,1,LECA
1083,2,0,0.5,0,0.5,0,1,0,0,0,0,1,0,Chordata
10833,2,1,0,0,0,0,1,0,0,0,0,0,1,Gnathostomata
1084,3,1,0,0,0,0,0.666666666666667,0.333333333333333,0,0,0,1,0,LECA
10840,2,0.5,0,0,0,0.5,0,1,0,0.5,0,0,0.5,Catarrhini
10850,2,0,1,0,0,0,0,1,0,0,0,1,0,Gnathostomata
10854,2,0,0,0,1,0,0,1,0,0,0,0,1,Mammalia
1086,4,0.25,0.25,0,0.5,0,0,1,0,0.25,0,0.5,0.25,Bilateria
1087,2,0,0.5,0.5,0,0,1,0,0,0.5,0,0.5,0,LECA
10878,2,1,0,0,0,0,1,0,1,0,0,0,0,Vertebrata
10880,2,0.5,0,0.5,0,0,0,1,0,0,0,1,0,Vertebrata
10897,3,0.666666666666667,0.333333333333333,0,0,0,0,1,0,0,0,0.666666666666667,0.333333333333333,Opisthokonta
109,31,0,0,0,0.870967741935484,0.129032258064516,0,1,0,0,0,0.741935483870968,0.258064516129032,Vertebrata
1090,4,0.25,0.25,0.25,0.25,0,0,1,0,0.25,0,0.75,0,LECA
10902,3,0.666666666666667,0,0,0,0.333333333333333,0,1,0,0,0,0.666666666666667,0.333333333333333,LECA
10906,2,1,0,0,0,0,1,0,0,0.5,0,0.5,0,Vertebrata
1092,2,1,0,0,0,0,1,0,0,0.5,0,0,0.5,Vertebrata
1093,2,1,0,0,0,0,1,0,0,0,0,1,0,Gnathostomata
10930,2,0,0,1,0,0,0,1,0,0,0,0.5,0.5,LECA
10939,2,0,0,1,0,0,0,1,0,0,0,1,0,Amniota
1094,4,0,0.5,0.25,0.25,0,0.75,0.25,0,0,0,1,0,LECA
10950,2,1,0,0,0,0,0,1,0,1,0,0,0,LECA
10964,2,1,0,0,0,0,0,1,0,0,0,1,0,LECA
1097,3,1,0,0,0,0,0,1,0,0.666666666666667,0,0.333333333333333,0,LECA
1098,3,0.666666666666667,0,0.333333333333333,0,0,1,0,0.333333333333333,0,0,0.333333333333333,0.333333333333333,LECA
10992,2,0,0.5,0.5,0,0,0,1,0,0,0,0.5,0.5,Amniota
11,20,0.35,0.35,0.25,0.05,0,0.3,0.7,0.1,0,0.05,0.65,0.2,Bilateria
110,28,0,0.214285714285714,0.25,0.428571428571429,0.107142857142857,0,1,0.0714285714285714,0,0,0.857142857142857,0.0714285714285714,Gnathostomata
1100,3,0,0.333333333333333,0.666666666666667,0,0,1,0,0,0,0,0.666666666666667,0.333333333333333,Vertebrata
11017,2,0.5,0,0.5,0,0,0,1,0,0,0,1,0,Chordata
11036,2,0,0,0,0.5,0.5,0,1,0,0.5,0,0.5,0,Theria
11043,3,0,0,0,0.333333333333333,0.666666666666667,0,1,0,0,0,0.666666666666667,0.333333333333333,Eutheria
1107,24,0.25,0.375,0.291666666666667,0.0833333333333333,0,0.75,0.25,0.0416666666666667,0,0,0.666666666666667,0.291666666666667,Bilateria
11075,4,0.25,0.5,0.25,0,0,1,0,0,0,0,1,0,Bilateria
1108,3,0.666666666666667,0,0.333333333333333,0,0,1,0,0,0.333333333333333,0,0.666666666666667,0,Chordata
11081,4,0,0,0,0,0.75,0,1,0,0,0,1,0,LECA
11096,2,0,0,0,1,0,0,1,0,0,0,0.5,0.5,Homo sapiens
111,28,0.25,0.178571428571429,0.107142857142857,0.392857142857143,0.0714285714285714,0.678571428571429,0.321428571428571,0.428571428571429,0.0714285714285714,0.178571428571429,0.25,0.0714285714285714,LECA
1110,2,0,0,0.5,0,0,0,1,0,0,0,0.5,0.5,Haplorrhini
11105,3,0.333333333333333,0,0.666666666666667,0,0,0,1,0,0.333333333333333,0,0.666666666666667,0,Opisthokonta
1111,4,1,0,0,0,0,0.75,0.25,0,0,0,1,0,LECA
11118,4,0.75,0,0,0.25,0,0,1,0,0,0,0.75,0.25,Bilateria
11119,2,0,0,0,0.5,0.5,0,1,0,0,0,0.5,0.5,Eutheria
1112,5,0.8,0,0,0.2,0,1,0,0,0,0,0.8,0.2,Bilateria
11121,2,1,0,0,0,0,0,1,0,0,0,1,0,LECA
11127,3,0.666666666666667,0.333333333333333,0,0,0,0,1,0,0.333333333333333,0,0.333333333333333,0.333333333333333,LECA
1113,5,0.8,0.2,0,0,0,0,1,0,0.8,0,0.2,0,Opisthokonta
11130,2,1,0,0,0,0,1,0,0,0,0,1,0,Gnathostomata
11131,3,0.666666666666667,0,0.333333333333333,0,0,1,0,0,0,0,0.666666666666667,0.333333333333333,Bilateria
1115,5,0,0,0,0.8,0.2,0,1,0,0,0,0.8,0.2,Euteleostomi
1116,5,0.8,0.2,0,0,0,0.8,0.2,0,0.2,0,0.2,0.6,Bilateria
1117,4,0,0.25,0.25,0.5,0,0.75,0.25,0,0,0,0.75,0.25,Vertebrata
11174,2,0,0,1,0,0,0,1,0,0,0,0,1,Euteleostomi
11180,2,0,0,1,0,0,0,1,0.5,0,0.5,0,0,Eutheria
1119,4,1,0,0,0,0,0.75,0.25,0,0,0,0.5,0.5,Bilateria
11199,2,0.5,0.5,0,0,0,0,1,0,0,0,0.5,0.5,Vertebrata
112,10,0.3,0.1,0.3,0.2,0.1,0.6,0.4,0.2,0.1,0,0.6,0.1,LECA
1120,3,0.333333333333333,0.333333333333333,0.333333333333333,0,0,1,0,0,0,0,1,0,Chordata
11204,2,0.5,0,0,0.5,0,0,1,0,0,0,0,1,Vertebrata
1121,7,0.428571428571429,0,0.142857142857143,0.428571428571429,0,0.857142857142857,0.142857142857143,0,0.142857142857143,0,0.571428571428571,0.285714285714286,LECA
1122,3,1,0,0,0,0,0,1,0.333333333333333,0,0,0.666666666666667,0,LECA
1124,10,0.7,0.1,0.1,0.1,0,0.2,0.8,0.1,0.3,0,0.2,0.4,Opisthokonta
11250,2,0.5,0,0.5,0,0,0,1,0.5,0,0,0.5,0,LECA
11255,11,0,0,0,0.0909090909090909,0.909090909090909,0,1,0,0,0,0.0909090909090909,0.909090909090909,Eutheria
1126,4,0.75,0.25,0,0,0,0.5,0.5,0,0.25,0,0.75,0,Opisthokonta
1128,5,0.2,0.2,0.6,0,0,0.6,0.4,0,0,0,0.6,0.4,Bilateria
11282,3,0,0,0,0.333333333333333,0.666666666666667,0,1,0,0,0,0.333333333333333,0.666666666666667,Gnathostomata
11286,2,0,0.5,0.5,0,0,0,1,0,0,0,0.5,0.5,Gnathostomata
11289,3,0.666666666666667,0,0,0,0.333333333333333,1,0,0,0,0,0,1,Gnathostomata
11295,3,0.333333333333333,0.666666666666667,0,0,0,0,1,0,0,0,0.666666666666667,0.333333333333333,Vertebrata
113,25,0.48,0.4,0.08,0.04,0,0.64,0.36,0.16,0.08,0,0.72,0.04,LECA
11306,2,0,0,1,0,0,0,1,0,0,0,0.5,0.5,Homo sapiens
1131,2,0.5,0.5,0,0,0,1,0,0,0,0,1,0,LECA
11316,3,0,1,0,0,0,0,1,0,0,0,0.333333333333333,0.666666666666667,Gnathostomata
1132,6,0.833333333333333,0,0.166666666666667,0,0,0,1,0,0,0,0.5,0.5,Opisthokonta
1133,5,0.2,0.6,0.2,0,0,1,0,0.6,0.2,0,0.2,0,Bilateria
11339,2,0.5,0.5,0,0,0,0,1,0,0,0,1,0,Vertebrata
1134,27,0.888888888888889,0.111111111111111,0,0,0,0.148148148148148,0.851851851851852,0,0.0740740740740741,0,0.740740740740741,0.185185185185185,Opisthokonta
11351,2,1,0,0,0,0,0,1,0,0,0,1,0,Gnathostomata
11359,4,0,1,0,0,0,0,1,0,0,0,0,1,Eutheria
1137,8,0,0,0.75,0.25,0,0,1,0.125,0.25,0.125,0.25,0.25,Gnathostomata
11373,5,0.2,0.4,0.4,0,0,0.8,0.2,0,0,0,0.8,0.2,Bilateria
11379,2,0,0,1,0,0,0,1,0,0,0,0,1,Eutheria
11391,3,0.333333333333333,0.333333333333333,0,0.333333333333333,0,0,1,0,0,0,0.666666666666667,0.333333333333333,Bilateria
11393,6,0,0.166666666666667,0,0.5,0.333333333333333,0,1,0,0,0,0.333333333333333,0.666666666666667,Bilateria
114,36,0.472222222222222,0.305555555555556,0.111111111111111,0.111111111111111,0,0.527777777777778,0.472222222222222,0.111111111111111,0,0,0.777777777777778,0.111111111111111,LECA
11404,2,0,0,0,0,1,0,1,0,0,0,0,1,Homo sapiens
1141,7,0.571428571428571,0.285714285714286,0.142857142857143,0,0,0.714285714285714,0.285714285714286,0.142857142857143,0,0,0.857142857142857,0,LECA
1142,2,0.5,0.5,0,0,0,0,1,0,0,0,1,0,Bilateria
1143,3,0.666666666666667,0.333333333333333,0,0,0,0,1,0,0,0,1,0,Opisthokonta
11430,2,0.5,0.5,0,0,0,0,1,0,0,0,0,1,LECA
1144,8,0.625,0.125,0.25,0,0,0.25,0.75,0,0.375,0,0.5,0.125,LECA
11440,2,0,1,0,0,0,0,1,0,0,0,0.5,0.5,Homininae
1145,5,0.6,0.2,0,0.2,0,1,0,0,0,0,0.6,0.4,Bilateria
11453,2,0,0,0.5,0.5,0,0,1,0,0,0,0,1,Theria
11455,2,1,0,0,0,0,0,1,0,0,0,0.5,0.5,Vertebrata
1149,3,1,0,0,0,0,0,1,0,0,0,0.333333333333333,0.666666666666667,LECA
115,3,0,0.333333333333333,0.666666666666667,0,0,1,0,0,0,0,1,0,Vertebrata
1151,3,1,0,0,0,0,0.666666666666667,0.333333333333333,0,0,0,0.333333333333333,0.666666666666667,Gnathostomata
11515,2,0.5,0.5,0,0,0,0,1,0,0,0,1,0,Bilateria
11564,2,0,1,0,0,0,0,1,0,0,0,0,1,Chordata
1159,7,0.571428571428571,0.285714285714286,0,0,0.142857142857143,0.714285714285714,0.285714285714286,0.285714285714286,0.285714285714286,0.142857142857143,0.142857142857143,0.142857142857143,LECA
11597,2,1,0,0,0,0,0,1,0,0,0,0,1,Homo sapiens
11599,2,0.5,0,0.5,0,0,0,1,0,0,0,0.5,0.5,Bilateria
116,5,0.2,0,0.6,0.2,0,1,0,0,0.2,0,0.6,0.2,LECA
1161,12,0,0.166666666666667,0.0833333333333333,0.333333333333333,0.416666666666667,0,1,0.0833333333333333,0,0,0.75,0.166666666666667,Bilateria
11622,2,0,0.5,0.5,0,0,0,1,0,0,0,0.5,0.5,LECA
1164,4,0.25,0.25,0,0.5,0,0.75,0.25,0,0.25,0,0.75,0,Opisthokonta
11655,2,0,0,0,1,0,0,1,0,0,0,1,0,Simiiformes
11668,3,0.666666666666667,0,0.333333333333333,0,0,0.666666666666667,0.333333333333333,0,0,0,0.666666666666667,0.333333333333333,Gnathostomata
11687,4,0.5,0,0.5,0,0,0,1,0,0,0,0.75,0.25,Bilateria
1169,3,1,0,0,0,0,0.666666666666667,0.333333333333333,0,0.333333333333333,0,0.666666666666667,0,LECA
117,30,0.5,0.166666666666667,0.2,0.133333333333333,0,0.4,0.6,0.0666666666666667,0,0.0333333333333333,0.766666666666667,0.133333333333333,Bilateria
1172,3,0,0.333333333333333,0.333333333333333,0,0.333333333333333,0,1,0,0,0,0.333333333333333,0.666666666666667,LECA
1173,6,0.833333333333333,0,0.166666666666667,0,0,0.333333333333333,0.666666666666667,0,0.5,0,0.333333333333333,0.166666666666667,LECA
1174,14,0.5,0.142857142857143,0.214285714285714,0.142857142857143,0,0.285714285714286,0.714285714285714,0,0.428571428571429,0.0714285714285714,0.5,0,LECA
11746,2,0.5,0.5,0,0,0,0,1,0,0,0,0.5,0.5,Gnathostomata
1177,3,0.333333333333333,0.333333333333333,0.333333333333333,0,0,1,0,0,0,0,1,0,LECA
11771,3,0.333333333333333,0.666666666666667,0,0,0,1,0,0,0,0,1,0,Bilateria
11774,3,0,0,1,0,0,0,1,0,0,0,1,0,Eutheria
1179,5,0.4,0.2,0.4,0,0,0.8,0.2,0,0.2,0,0.6,0.2,Bilateria
118,5,0.8,0,0,0.2,0,0.4,0.6,0,0.2,0,0.8,0,LECA
1180,3,0.666666666666667,0.333333333333333,0,0,0,0,1,0,0,0.666666666666667,0.333333333333333,0,Gnathostomata
11802,10,0,0,0,0.4,0.5,0,1,0,0,0,0.2,0.8,Mammalia
1182,3,0,0.666666666666667,0.333333333333333,0,0,0,1,0,0,0,0,1,Vertebrata
1185,17,0.176470588235294,0.647058823529412,0.176470588235294,0,0,0,1,0,0.0588235294117647,0,0.941176470588235,0,Bilateria
1186,3,0.666666666666667,0.333333333333333,0,0,0,0.666666666666667,0.333333333333333,0.333333333333333,0,0,0.666666666666667,0,Vertebrata
11872,2,0,1,0,0,0,0,1,0,0,0,0.5,0.5,Euteleostomi
1188,3,1,0,0,0,0,1,0,0,0,0,1,0,Gnathostomata
1189,6,0.5,0,0.5,0,0,0.333333333333333,0.666666666666667,0,0,0,1,0,Bilateria
119,19,0.578947368421053,0.157894736842105,0.105263157894737,0.105263157894737,0.0526315789473684,0.157894736842105,0.842105263157895,0.0526315789473684,0.315789473684211,0,0.578947368421053,0.0526315789473684,Opisthokonta
1190,3,0.666666666666667,0.333333333333333,0,0,0,1,0,0,0,0,1,0,LECA
11902,2,1,0,0,0,0,0,1,0,0,0,0,1,Homo sapiens
11905,2,0,0,0.5,0,0.5,0,1,0,0,0,0.5,0.5,Gnathostomata
1191,3,0.333333333333333,0.666666666666667,0,0,0,0,1,0,0,0,0.666666666666667,0.333333333333333,Vertebrata
11911,2,1,0,0,0,0,0,1,0,0,0,1,0,LECA
11915,2,0.5,0.5,0,0,0,0,1,0,0,0,0,1,Chordata
1194,2,0,1,0,0,0,1,0,0,0,0,1,0,Gnathostomata
11941,2,1,0,0,0,0,0,1,0,0,0.5,0.5,0,Amniota
11967,8,0,0,0,0,0.875,0,1,0,0,0,0.125,0.875,Homininae
1197,13,0,0.153846153846154,0.538461538461538,0.307692307692308,0,0.153846153846154,0.846153846153846,0,0,0,0.615384615384615,0.384615384615385,Bilateria
11997,2,1,0,0,0,0,0,1,0,0,0,1,0,LECA
11998,3,0,0,0,0,0.666666666666667,0,1,0,0,0,0.333333333333333,0.666666666666667,Homo sapiens
12,12,0.166666666666667,0.25,0.25,0.333333333333333,0,0.333333333333333,0.666666666666667,0.0833333333333333,0.0833333333333333,0.25,0.5,0.0833333333333333,Opisthokonta
120,2,1,0,0,0,0,0,1,0,0,0,1,0,Vertebrata
1200,2,0,1,0,0,0,0,1,0,0,0,1,0,Gnathostomata
12019,2,1,0,0,0,0,0,1,0,0,0,0.5,0.5,Homo sapiens
12039,2,0,0,1,0,0,0,1,0,0,0,1,0,Amniota
12049,2,1,0,0,0,0,0,1,0.5,0,0,0,0.5,Homo sapiens
1205,7,0.714285714285714,0.142857142857143,0,0.142857142857143,0,0.857142857142857,0.142857142857143,0.285714285714286,0.285714285714286,0,0.285714285714286,0.142857142857143,Bilateria
12055,2,1,0,0,0,0,0,1,0,0,0,0.5,0.5,LECA
1206,2,1,0,0,0,0,0,1,0,0,0,1,0,LECA
1207,2,0,0.5,0.5,0,0,0,1,0,0,0,1,0,Euteleostomi
1210,7,0.285714285714286,0.428571428571429,0.285714285714286,0,0,0,1,0.142857142857143,0,0,0.714285714285714,0.142857142857143,Opisthokonta
12115,2,0.5,0,0.5,0,0,1,0,0,0,0,1,0,Opisthokonta
1213,9,0.666666666666667,0.222222222222222,0.111111111111111,0,0,0.555555555555556,0.444444444444444,0,0.111111111111111,0,0.666666666666667,0.222222222222222,LECA
1216,5,0,0.4,0.4,0.2,0,1,0,0,0,0,0.8,0.2,LECA
12166,6,0,0,0,0.333333333333333,0.666666666666667,0,1,0,0,0,0,1,Euarchontoglires
12169,2,1,0,0,0,0,0,1,0,0,0,1,0,Gnathostomata
1217,31,0.419354838709677,0.258064516129032,0.225806451612903,0.0967741935483871,0,0.580645161290323,0.419354838709677,0.032258064516129,0.032258064516129,0,0.741935483870968,0.193548387096774,Opisthokonta
1218,2,0,1,0,0,0,0,1,0.5,0,0,0,0.5,LECA
1219,3,0.666666666666667,0,0.333333333333333,0,0,0.666666666666667,0.333333333333333,0,0,0,1,0,Vertebrata
122,11,0.545454545454545,0.272727272727273,0,0.0909090909090909,0.0909090909090909,0.818181818181818,0.181818181818182,0,0.181818181818182,0,0.636363636363636,0.181818181818182,Opisthokonta
1221,4,0,0.25,0.75,0,0,0,1,0,0,0,0.5,0.5,Euteleostomi
1223,3,1,0,0,0,0,1,0,0,0,0,0.666666666666667,0.333333333333333,LECA
1227,7,0.428571428571429,0.142857142857143,0,0.142857142857143,0.285714285714286,0.428571428571429,0.571428571428571,0.142857142857143,0,0.428571428571429,0.428571428571429,0,LECA
12280,2,0,1,0,0,0,0,1,0,0,0,0.5,0.5,Homo sapiens
12289,2,0,0,1,0,0,0,1,0,0,0,1,0,Euteleostomi
